Title,Status,Category,Open Date,Close Date
"o sistema de material bruto, matérias prontas e transito esta fora do ar no meu usuário.    - Operação Jornalismo",Fechado,Tecnologia > Serviço > NOC > Suporte de TI > Máquinas,2024-01-31 14:54:53,2024-02-03 20:00:00
"Computador, não está ligando!!!!    - Produtora",Fechado,Tecnologia > Serviço > NOC > Suporte de TI > Máquinas,2024-01-30 13:24:39,2024-02-02 20:00:00
Requisição de periferico - Mouse - Redação TV,Fechado,Tecnologia > Serviço > NOC > Suporte de TI > Periféricos,2024-01-30 11:09:29,2024-01-31 20:00:00
Problema Impressora  -  ,Fechado,Tecnologia > Serviço > NOC > Ajuda e Suporte > Impressoras,2024-01-30 10:59:02,2024-02-01 20:00:00
Sem conexão de internet,Fechado,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-01-30 10:43:57,2024-02-02 20:00:00
Entrevista via Skype -  REDE - FERNANDA PRATES ,Fechado,Tecnologia > Operação > Operação Técnica > Skype,2024-01-30 08:14:57,2024-01-30 14:14:57
APP DO RH NO DESKTOP,Fechado,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-01-29 17:29:59,2024-02-01 20:00:00
sistema corrompido  - Produtora,Fechado,Tecnologia > Serviço > NOC > Suporte de TI > Máquinas,2024-01-29 13:41:40,2024-02-01 20:00:00
Entrevista via Skype -  REDE - AINDA NÃO DEFINIDO ,Fechado,Tecnologia > Operação > Operação Técnica > Skype,2024-01-29 13:27:25,2024-01-29 19:27:25
Instalação do atalho para Scanner,Fechado,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-01-29 10:17:19,2024-02-01 20:00:00
Anews - Criar novo usuário - Hamilson Costa Oliveira,Fechado,Tecnologia > Serviço > NOC > Suporte de TI > Software e aplicativos > Software Externos,2024-01-26 10:37:13,2024-01-30 17:00:00
sem acesso ao webmail,Fechado,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-01-26 10:07:12,2024-01-29 20:00:00
Outras solicitações - ,Fechado,Tecnologia > Serviço > Infraestrutura > Elétrica,2024-01-25 19:34:54,2024-01-27 20:00:00
Email - Criar novo E-mail,Fechado,Tecnologia > Cross > Acesso,2024-01-25 11:14:23,2024-01-29 17:00:00
Email - Criar novo E-mail,Fechado,Tecnologia > Cross > Acesso,2024-01-25 11:13:01,2024-01-29 17:00:00
Email - Criar novo E-mail,Fechado,Tecnologia > Cross > Acesso,2024-01-25 11:12:12,2024-01-29 17:00:00
ATUALIZAÇÃO DE SOFTWARE,Fechado,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-01-25 10:14:33,2024-01-28 20:00:00
Troca de lâmpada - ,Fechado,Tecnologia > Serviço > Infraestrutura > Elétrica,2024-01-25 08:27:15,2024-01-27 20:00:00
Requisição de periferico - Mouse - Rádio AM,Fechado,Tecnologia > Serviço > NOC > Suporte de TI > Periféricos,2024-01-25 08:02:43,2024-01-26 20:00:00
Criação de Acesso a VPN Corporativa,Fechado,Tecnologia > Cross > Acesso,2024-01-25 07:58:29,2024-01-29 17:00:00
Criação de Acesso a VPN Corporativa,Fechado,Tecnologia > Cross > Acesso,2024-01-25 07:56:36,2024-01-29 17:00:00
Email - Criar novo E-mail,Fechado,Tecnologia > Cross > Acesso,2024-01-24 14:35:34,2024-01-26 17:00:00
Login Adobe,Fechado,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-01-24 14:32:26,2024-01-27 20:00:00
Email - Criar novo E-mail,Fechado,Tecnologia > Cross > Acesso,2024-01-24 10:18:49,2024-01-26 17:00:00
Troca de lâmpada - ,Fechado,Tecnologia > Serviço > Infraestrutura > Elétrica,2024-01-23 17:48:31,2024-01-26 17:10:42
Cabo USB-C / Instalação de mesa digitalizadora ,Fechado,Tecnologia > Serviço > NOC > Suporte de TI > Outras Solicitações,2024-01-23 16:52:36,2024-02-05 13:09:04
"Manutenção Técnica - TV - NÃO LIGA ,  já troquei pilhas e testei o controle.",Fechado,Tecnologia > Serviço > Infraestrutura > Manutenção,2024-01-23 12:03:00,2024-01-25 17:00:00
